timeStamp,UIWaveMakerMode,UIWaveMakerPos,UIWaveMakerHeight,UIWaveMakerFrequency,UIWaveMakerSigH,UIWaveMakerPeakF,UIWaveMakergamma,UIWecMode,UIWecTorque,UIWeckP,UIWeckD,UIWecHeight,UIWecFrequency,UIWecSigH,UIWecPeakF,UIWecgamma,probe1,probe2,waveMakerPos,waveMakerDebugData,wecPos,wecTau,wecPower,wecVel
78410.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16460359,-0.0,0.0,-0.010771485,0.0,0.0,-0.076660186
78443.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16450717,-0.0,0.0,-0.012802735,0.0,0.0,-0.07324219
78473.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-3.375E-4,0.16436252,-0.0,0.0,-0.01491211,0.0,0.0,-0.06347662
78505.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-3.857143E-4,0.1643625,-0.0,0.0,-0.01720215,0.0,0.0,-0.06835936
78536.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-3.857143E-4,0.1643143,-0.0,0.0,-0.019687502,0.0,0.0,-0.0722656
78567.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.1643143,-0.0,0.0,-0.022333985,0.0,0.0,-0.07568356
78597.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.1643625,-0.0,0.0,-0.025058595,0.0,0.0,-0.08837897
78630.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-9.642857E-5,0.1646518,-0.0,0.0,-0.02796387,0.0,0.0,-0.09228531
78661.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.16489288,-0.0,0.0,-0.031083986,0.0,0.0,-0.08740239
78692.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.16494109,-0.0,0.0,-0.03472168,0.0,0.0,-0.10400396
78725.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,4.8214286E-5,0.16489287,-0.0,0.0,-0.038393557,0.0,0.0,-0.11083968
78755.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,4.8214286E-5,0.16489287,-0.0,0.0,-0.04196289,0.0,0.0,-0.11816397
